hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H5910403,Y24H5910403P03,Y24H5910403P03JTE244,Weekday,FROM_HOME,Y24H5910403P03S01,510,Darebin (C),TO_EDUCATION,Y24H5910403P03S01,540.0,Banyule (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,8.18604,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,8.18604,30.0,333.564197063,MELB - Middle,Greater Melbourne
Y24H5910403,Y24H5910403P04,Y24H5910403P04JTE245,Weekday,FROM_HOME,Y24H5910403P04S01,510,Darebin (C),TO_EDUCATION,Y24H5910403P04S03,540.0,Moreland (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,510.0,518.0,530.0,,,,,,,,,,,,,513.0,527.0,540.0,,,,,,,,,,,,,0.2366,2.18677,0.51882,,,,,,,,,,,,,3.0,9.0,10.0,,,,,,,,,,,,,Public Bus,22,2.94219,30.0,583.862166838,MELB - Middle,Greater Melbourne
Y24H5910404,Y24H5910404P03,Y24H5910404P03JTE246,Weekday,FROM_HOME,Y24H5910404P03S01,530,Darebin (C),TO_EDUCATION,Y24H5910404P03S01,534.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,0.30308,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Walking,4,0.30308,4.0,399.670476134,MELB - Middle,Greater Melbourne
Y24H5910404,Y24H5910404P04,Y24H5910404P04JTE247,Weekday,FROM_HOME,Y24H5910404P04S01,530,Darebin (C),TO_EDUCATION,Y24H5910404P04S01,534.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,534.0,,,,,,,,,,,,,,,0.30308,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Walking,4,0.30308,4.0,225.147818709,MELB - Middle,Greater Melbourne
Y24H5910405,Y24H5910405P03,Y24H5910405P03JTE248,Weekday,FROM_HOME,Y24H5910405P03S01,505,Darebin (C),TO_EDUCATION,Y24H5910405P03S01,525.0,Moreland (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,2.91791,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Bicycle,20,2.91791,20.0,734.830506549,MELB - Middle,Greater Melbourne
Y24H5910410,Y24H5910410P03,Y24H5910410P03JTE249,Weekday,FROM_HOME,Y24H5910410P03S01,531,Darebin (C),TO_EDUCATION,Y24H5910410P03S01,536.0,Darebin (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,1.27011,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Bicycle,5,1.27011,5.0,584.114833577,MELB - Middle,Greater Melbourne
Y24H5910418,Y24H5910418P05,Y24H5910418P05JTE250,Weekday,FROM_HOME,Y24H5910418P05S01,493,Darebin (C),TO_EDUCATION,Y24H5910418P05S03,521.0,Moreland (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,493.0,503.0,512.0,,,,,,,,,,,,,498.0,512.0,521.0,,,,,,,,,,,,,0.29561,2.18722,0.51799,,,,,,,,,,,,,5.0,9.0,9.0,,,,,,,,,,,,,Public Bus,23,3.00082,28.0,448.972939602,MELB - Middle,Greater Melbourne
Y24H5910418,Y24H5910418P06,Y24H5910418P06JTE251,Weekday,FROM_HOME,Y24H5910418P06S01,520,Darebin (C),TO_EDUCATION,Y24H5910418P06S01,523.0,Darebin (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,0.33386,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Walking,3,0.33386,3.0,386.640521861,MELB - Middle,Greater Melbourne
Y24H5910432,Y24H5910432P04,Y24H5910432P04JTE252,Weekday,FROM_HOME,Y24H5910432P04S01,502,Darebin (C),TO_EDUCATION,Y24H5910432P04S01,511.0,Darebin (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,502.0,,,,,,,,,,,,,,,511.0,,,,,,,,,,,,,,,5.85585,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,Vehicle Passenger,9,5.85585,9.0,822.897772184,MELB - Middle,Greater Melbourne
Y24H5910437,Y24H5910437P03,Y24H5910437P03JTE253,Weekday,FROM_HOME,Y24H5910437P03S01,470,Darebin (C),TO_EDUCATION,Y24H5910437P03S01,495.0,Moreland (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,1.77078,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Walking,25,1.77078,25.0,651.500466822,MELB - Middle,Greater Melbourne
Y24H5910437,Y24H5910437P04,Y24H5910437P04JTE254,Weekday,FROM_HOME,Y24H5910437P04S01,470,Darebin (C),TO_EDUCATION,Y24H5910437P04S01,495.0,Moreland (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,1.77078,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Walking,25,1.77078,25.0,651.500466822,MELB - Middle,Greater Melbourne
Y24H5910509,Y24H5910509P03,Y24H5910509P03JTE255,Weekday,FROM_HOME,Y24H5910509P03S01,520,Melton (S),TO_EDUCATION,Y24H5910509P03S01,523.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,0.96876,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.96876,3.0,515.423610381,MELB - Outer,Greater Melbourne
Y24H5910509,Y24H5910509P04,Y24H5910509P04JTE256,Weekday,FROM_HOME,Y24H5910509P04S01,520,Melton (S),TO_EDUCATION,Y24H5910509P04S01,523.0,Melton (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,523.0,,,,,,,,,,,,,,,0.96876,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,0.96876,3.0,548.095052281,MELB - Outer,Greater Melbourne
Y24H5920312,Y24H5920312P03,Y24H5920312P03JTE257,Weekday,FROM_HOME,Y24H5920312P03S01,500,Boroondara (C),TO_EDUCATION,Y24H5920312P03S01,520.0,Boroondara (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,1.93316,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,1.93316,20.0,456.303096128,MELB - Inner,Greater Melbourne
Y24H5930123,Y24H5930123P04,Y24H5930123P04JTE258,Weekday,FROM_HOME,Y24H5930123P04S01,455,Kingston (C),TO_EDUCATION,Y24H5930123P04S03,502.0,Kingston (C),Walking,Train,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,455.0,480.0,500.0,,,,,,,,,,,,,470.0,500.0,502.0,,,,,,,,,,,,,0.98546,10.7735,0.35156,,,,,,,,,,,,,15.0,20.0,2.0,,,,,,,,,,,,,Train,37,12.11052,47.0,929.386334529,MELB - Middle,Greater Melbourne
Y24H5930139,Y24H5930139P03,Y24H5930139P03JTE259,Weekday,FROM_HOME,Y24H5930139P03S01,520,Kingston (C),TO_EDUCATION,Y24H5930139P03S01,535.0,Kingston (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.37676,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Walking,15,1.37676,15.0,1358.142329872,MELB - Middle,Greater Melbourne
Y24H5930319,Y24H5930319P03,Y24H5930319P03JTE260,Weekday,FROM_HOME,Y24H5930319P03S01,527,Moonee Valley (C),TO_EDUCATION,Y24H5930319P03S01,531.0,Moonee Valley (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,1.37286,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.37286,4.0,1406.544792352,MELB - Inner,Greater Melbourne
Y24H5930319,Y24H5930319P04,Y24H5930319P04JTE261,Weekday,FROM_HOME,Y24H5930319P04S01,527,Moonee Valley (C),TO_EDUCATION,Y24H5930319P04S01,531.0,Moonee Valley (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,,,,531.0,,,,,,,,,,,,,,,1.37286,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.37286,4.0,1158.562756339,MELB - Inner,Greater Melbourne
Y24H5930402,Y24H5930402P03,Y24H5930402P03JTE262,Weekday,FROM_HOME,Y24H5930402P03S01,476,Whittlesea (C),TO_EDUCATION,Y24H5930402P03S01,478.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,1.11428,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.11428,2.0,629.884028397,MELB - Outer,Greater Melbourne
Y24H5930402,Y24H5930402P03,Y24H5930402P03JTE263,Weekday,FROM_HOME,Y24H5930402P03S05,991,Whittlesea (C),TO_EDUCATION,Y24H5930402P03S05,1012.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Accommodation,,,,,,,,,,,,,,,991.0,,,,,,,,,,,,,,,1012.0,,,,,,,,,,,,,,,9.64024,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Passenger,21,9.64024,21.0,629.884028397,MELB - Outer,Greater Melbourne
Y24H5930402,Y24H5930402P04,Y24H5930402P04JTE264,Weekday,FROM_HOME,Y24H5930402P04S01,476,Whittlesea (C),TO_EDUCATION,Y24H5930402P04S01,478.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,1.11428,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.11428,2.0,642.355646784,MELB - Outer,Greater Melbourne
Y24H5930402,Y24H5930402P05,Y24H5930402P05JTE265,Weekday,FROM_HOME,Y24H5930402P05S01,476,Whittlesea (C),TO_EDUCATION,Y24H5930402P05S01,478.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,1.11428,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.11428,2.0,642.355646784,MELB - Outer,Greater Melbourne
Y24H5930423,Y24H5930423P02,Y24H5930423P02JTE266,Weekday,FROM_HOME,Y24H5930423P02S01,512,Whittlesea (C),TO_EDUCATION,Y24H5930423P02S02,552.0,Whittlesea (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Pick-up or Drop-off Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,512.0,524.0,,,,,,,,,,,,,,519.0,552.0,,,,,,,,,,,,,,2.25894,10.08817,,,,,,,,,,,,,,7.0,28.0,,,,,,,,,,,,,,Vehicle Passenger,35,12.34711,40.0,511.907886186,MELB - Outer,Greater Melbourne
Y24H5930423,Y24H5930423P03,Y24H5930423P03JTE267,Weekday,FROM_HOME,Y24H5930423P03S01,512,Whittlesea (C),TO_EDUCATION,Y24H5930423P03S01,519.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,2.25894,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.25894,7.0,495.727295975,MELB - Outer,Greater Melbourne
Y24H5930423,Y24H5930423P04,Y24H5930423P04JTE268,Weekday,FROM_HOME,Y24H5930423P04S01,512,Whittlesea (C),TO_EDUCATION,Y24H5930423P04S01,519.0,Whittlesea (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,512.0,,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,2.25894,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.25894,7.0,505.542629244,MELB - Outer,Greater Melbourne
Y24H5930429,Y24H5930429P02,Y24H5930429P02JTE269,Weekday,FROM_HOME,Y24H5930429P02S01,474,Whittlesea (C),TO_EDUCATION,Y24H5930429P02S02,510.0,Banyule (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Retail venue,Place of education,,,,,,,,,,,,,,474.0,494.0,,,,,,,,,,,,,,490.0,510.0,,,,,,,,,,,,,,7.97146,7.79318,,,,,,,,,,,,,,16.0,16.0,,,,,,,,,,,,,,Vehicle Passenger,32,15.76464,36.0,392.734775528,MELB - Outer,Greater Melbourne
Y24H5930509,Y24H5930509P03,Y24H5930509P03JTE270,Weekday,FROM_HOME,Y24H5930509P03S01,500,Brimbank (C),TO_EDUCATION,Y24H5930509P03S01,510.0,Brimbank (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,0.91227,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Walking,10,0.91227,10.0,591.386380178,MELB - Middle,Greater Melbourne
