hhid,persid,jteid,dayType,start_loc,start_stopid,start_time,start_LGA,end_loc,end_stopid,end_time,end_LGA,mainmode_desc_01,mainmode_desc_02,mainmode_desc_03,mainmode_desc_04,mainmode_desc_05,mainmode_desc_06,mainmode_desc_07,mainmode_desc_08,mainmode_desc_09,mainmode_desc_10,mainmode_desc_11,mainmode_desc_12,mainmode_desc_13,mainmode_desc_14,mainmode_desc_15,destpurp1_desc_01,destpurp1_desc_02,destpurp1_desc_03,destpurp1_desc_04,destpurp1_desc_05,destpurp1_desc_06,destpurp1_desc_07,destpurp1_desc_08,destpurp1_desc_09,destpurp1_desc_10,destpurp1_desc_11,destpurp1_desc_12,destpurp1_desc_13,destpurp1_desc_14,destpurp1_desc_15,destplace1_desc_01,destplace1_desc_02,destplace1_desc_03,destplace1_desc_04,destplace1_desc_05,destplace1_desc_06,destplace1_desc_07,destplace1_desc_08,destplace1_desc_09,destplace1_desc_10,destplace1_desc_11,destplace1_desc_12,destplace1_desc_13,destplace1_desc_14,destplace1_desc_15,startime_01,startime_02,startime_03,startime_04,startime_05,startime_06,startime_07,startime_08,startime_09,startime_10,startime_11,startime_12,startime_13,startime_14,startime_15,arrtime_01,arrtime_02,arrtime_03,arrtime_04,arrtime_05,arrtime_06,arrtime_07,arrtime_08,arrtime_09,arrtime_10,arrtime_11,arrtime_12,arrtime_13,arrtime_14,arrtime_15,vistadist_01,vistadist_02,vistadist_03,vistadist_04,vistadist_05,vistadist_06,vistadist_07,vistadist_08,vistadist_09,vistadist_10,vistadist_11,vistadist_12,vistadist_13,vistadist_14,vistadist_15,travtime_01,travtime_02,travtime_03,travtime_04,travtime_05,travtime_06,travtime_07,travtime_08,travtime_09,travtime_10,travtime_11,travtime_12,travtime_13,travtime_14,travtime_15,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS
Y24H6156229,Y24H6156229P03,Y24H6156229P03JTE574,Weekday,FROM_HOME,Y24H6156229P03S01,520,Greater Shepparton (C),TO_EDUCATION,Y24H6156229P03S01,525.0,Greater Shepparton (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.70058,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.70058,5.0,139.456911194,Other,Shepparton SA4
Y24H6160108,Y24H6160108P03,Y24H6160108P03JTE575,Weekday,FROM_HOME,Y24H6160108P03S01,480,Mornington Peninsula (S),TO_EDUCATION,Y24H6160108P03S02,496.0,Mornington Peninsula (S),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,480.0,485.0,,,,,,,,,,,,,,483.0,496.0,,,,,,,,,,,,,,0.69217,9.84958,,,,,,,,,,,,,,3.0,11.0,,,,,,,,,,,,,,School Bus,14,10.54175,16.0,1715.994142825,MELB - Outer,Greater Melbourne
Y24H6160108,Y24H6160108P04,Y24H6160108P04JTE576,Weekday,FROM_HOME,Y24H6160108P04S01,510,Mornington Peninsula (S),TO_EDUCATION,Y24H6160108P04S01,520.0,Mornington Peninsula (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,8.32029,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,Vehicle Passenger,10,8.32029,10.0,1188.351181427,MELB - Outer,Greater Melbourne
Y24H6160110,Y24H6160110P02,Y24H6160110P02JTE577,Weekday,FROM_HOME,Y24H6160110P02S01,420,Mornington Peninsula (S),TO_EDUCATION,Y24H6160110P02S03,557.0,Frankston (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,420.0,435.0,555.0,,,,,,,,,,,,,428.0,555.0,557.0,,,,,,,,,,,,,0.7935,46.5971,0.18042,,,,,,,,,,,,,8.0,120.0,2.0,,,,,,,,,,,,,Public Bus,130,47.57102,137.0,1207.996053889,MELB - Outer,Greater Melbourne
Y24H6160202,Y24H6160202P02,Y24H6160202P02JTE578,Weekday,FROM_HOME,Y24H6160202P02S01,590,Monash (C),TO_EDUCATION,Y24H6160202P02S01,605.0,Whitehorse (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,590.0,,,,,,,,,,,,,,,605.0,,,,,,,,,,,,,,,3.46627,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Vehicle Driver,15,3.46627,15.0,867.871889261,MELB - Middle,Greater Melbourne
Y24H6160209,Y24H6160209P04,Y24H6160209P04JTE579,Weekday,FROM_HOME,Y24H6160209P04S01,505,Monash (C),TO_EDUCATION,Y24H6160209P04S01,526.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,526.0,,,,,,,,,,,,,,,10.94894,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,Vehicle Passenger,21,10.94894,21.0,2145.631766,MELB - Middle,Greater Melbourne
Y24H6160215,Y24H6160215P03,Y24H6160215P03JTE580,Weekday,FROM_HOME,Y24H6160215P03S01,420,Monash (C),TO_EDUCATION,Y24H6160215P03S08,502.0,Melbourne (C),Vehicle Passenger,Train,Walking,Tram,Walking,Walking,Tram,Walking,,,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Buy Something,Change Mode,Change Mode,Education,,,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Retail venue,Transport Feature,Transport Feature,Place of education,,,,,,,,420.0,432.0,462.0,468.0,474.0,490.0,494.0,500.0,,,,,,,,423.0,462.0,464.0,474.0,477.0,493.0,500.0,502.0,,,,,,,,0.67852,18.46913,0.10003,1.11319,0.21327,0.16992,1.38265,0.45512,,,,,,,,3.0,30.0,2.0,6.0,3.0,3.0,6.0,2.0,,,,,,,,Train,55,22.581830000000004,82.0,591.123747413,MELB - Middle,Greater Melbourne
Y24H6160215,Y24H6160215P04,Y24H6160215P04JTE581,Weekday,FROM_HOME,Y24H6160215P04S01,390,Monash (C),TO_EDUCATION,Y24H6160215P04S10,485.0,Monash (C),Walking,Train,Walking,Public Bus,Walking,Walking,Tram,Walking,Public Bus,Walking,,,,,,Change Mode,Change Mode,Change Mode,Change Mode,Buy Something,Change Mode,Change Mode,Change Mode,Change Mode,Education,,,,,,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Entertainment venue,Transport Feature,Transport Feature,Transport Feature,Transport Feature,Personal services,,,,,,390.0,404.0,408.0,418.0,424.0,430.0,440.0,447.0,454.0,484.0,,,,,,401.0,408.0,410.0,424.0,428.0,431.0,447.0,449.0,484.0,485.0,,,,,,0.67852,3.79918,0.16698,3.45707,0.27296,0.06528,3.59069,0.11382,9.49575,0.05853,,,,,,11.0,4.0,2.0,6.0,4.0,1.0,7.0,2.0,30.0,1.0,,,,,,Train,68,21.69878,95.0,1044.058983282,MELB - Middle,Greater Melbourne
Y24H6160233,Y24H6160233P01,Y24H6160233P01JTE582,Weekday,FROM_HOME,Y24H6160233P01S01,510,Monash (C),TO_EDUCATION,Y24H6160233P01S01,540.0,Stonnington (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,2.42089,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Walking,30,2.42089,30.0,1032.104673765,MELB - Middle,Greater Melbourne
Y24H6160422,Y24H6160422P02,Y24H6160422P02JTE583,Weekday,FROM_HOME,Y24H6160422P02S01,515,Banyule (C),TO_EDUCATION,Y24H6160422P02S02,530.0,Banyule (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,515.0,525.0,,,,,,,,,,,,,,517.0,530.0,,,,,,,,,,,,,,0.6163,1.87884,,,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,Vehicle Passenger,7,2.49514,15.0,458.490737146,MELB - Outer,Greater Melbourne
Y24H6160436,Y24H6160436P02,Y24H6160436P02JTE584,Weekday,FROM_HOME,Y24H6160436P02S06,990,Banyule (C),TO_EDUCATION,Y24H6160436P02S06,1045.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,990.0,,,,,,,,,,,,,,,1045.0,,,,,,,,,,,,,,,23.6787,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,Vehicle Driver,55,23.6787,55.0,342.818442384,MELB - Outer,Greater Melbourne
Y24H6170105,Y24H6170105P04,Y24H6170105P04JTE585,Weekday,FROM_HOME,Y24H6170105P04S01,510,Casey (C),TO_EDUCATION,Y24H6170105P04S01,535.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.75715,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Walking,25,1.75715,25.0,3605.375246362,MELB - Outer,Greater Melbourne
Y24H6170105,Y24H6170105P05,Y24H6170105P05JTE586,Weekday,FROM_HOME,Y24H6170105P05S01,510,Casey (C),TO_EDUCATION,Y24H6170105P05S01,535.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,2.29423,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Walking,25,2.29423,25.0,1284.661229779,MELB - Outer,Greater Melbourne
Y24H6170105,Y24H6170105P06,Y24H6170105P06JTE587,Weekday,FROM_HOME,Y24H6170105P06S01,510,Casey (C),TO_EDUCATION,Y24H6170105P06S01,535.0,Casey (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,2.29423,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Walking,25,2.29423,25.0,1761.451169644,MELB - Outer,Greater Melbourne
Y24H6170108,Y24H6170108P03,Y24H6170108P03JTE588,Weekday,FROM_HOME,Y24H6170108P03S01,508,Casey (C),TO_EDUCATION,Y24H6170108P03S01,515.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,508.0,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,2.34618,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,Vehicle Passenger,7,2.34618,7.0,819.583290784,MELB - Outer,Greater Melbourne
Y24H6170123,Y24H6170123P02,Y24H6170123P02JTE589,Weekday,FROM_HOME,Y24H6170123P02S01,477,Casey (C),TO_EDUCATION,Y24H6170123P02S01,506.0,Greater Dandenong (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,,506.0,,,,,,,,,,,,,,,19.55119,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,Vehicle Driver,29,19.55119,29.0,711.390669825,MELB - Outer,Greater Melbourne
Y24H6170124,Y24H6170124P03,Y24H6170124P03JTE590,Weekday,FROM_HOME,Y24H6170124P03S01,517,Casey (C),TO_EDUCATION,Y24H6170124P03S01,525.0,Casey (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,0.40924,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Bicycle,8,0.40924,8.0,390.792145247,MELB - Outer,Greater Melbourne
Y24H6170124,Y24H6170124P04,Y24H6170124P04JTE591,Weekday,FROM_HOME,Y24H6170124P04S01,517,Casey (C),TO_EDUCATION,Y24H6170124P04S01,525.0,Casey (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,517.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,0.40924,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Bicycle,8,0.40924,8.0,632.027270809,MELB - Outer,Greater Melbourne
Y24H6170131,Y24H6170131P04,Y24H6170131P04JTE592,Weekday,FROM_HOME,Y24H6170131P04S01,510,Casey (C),TO_EDUCATION,Y24H6170131P04S01,518.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,2.26957,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Passenger,8,2.26957,8.0,724.674138957,MELB - Outer,Greater Melbourne
Y24H6170308,Y24H6170308P03,Y24H6170308P03JTE593,Weekday,FROM_HOME,Y24H6170308P03S01,474,Boroondara (C),TO_EDUCATION,Y24H6170308P03S01,486.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,474.0,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,2.33722,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,Vehicle Passenger,12,2.33722,12.0,1131.538592352,MELB - Inner,Greater Melbourne
Y24H6170308,Y24H6170308P04,Y24H6170308P04JTE594,Weekday,FROM_HOME,Y24H6170308P04S01,405,Boroondara (C),TO_EDUCATION,Y24H6170308P04S01,413.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,405.0,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,,,2.55473,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,Vehicle Passenger,8,2.55473,8.0,724.21818276,MELB - Inner,Greater Melbourne
Y24H6170308,Y24H6170308P05,Y24H6170308P05JTE595,Weekday,FROM_HOME,Y24H6170308P05S01,474,Boroondara (C),TO_EDUCATION,Y24H6170308P05S02,508.0,Boroondara (C),Vehicle Passenger,Vehicle Passenger,,,,,,,,,,,,,,Accompany Someone,Education,,,,,,,,,,,,,,Place of education,Place of education,,,,,,,,,,,,,,474.0,487.0,,,,,,,,,,,,,,486.0,508.0,,,,,,,,,,,,,,2.33722,3.41088,,,,,,,,,,,,,,12.0,21.0,,,,,,,,,,,,,,Vehicle Passenger,33,5.7481,34.0,1514.348384459,MELB - Inner,Greater Melbourne
Y24H6170319,Y24H6170319P03,Y24H6170319P03JTE596,Weekday,FROM_HOME,Y24H6170319P03S01,510,Boroondara (C),TO_EDUCATION,Y24H6170319P03S01,530.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.98633,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,1.98633,20.0,391.75024632,MELB - Inner,Greater Melbourne
Y24H6170319,Y24H6170319P04,Y24H6170319P04JTE597,Weekday,FROM_HOME,Y24H6170319P04S01,510,Boroondara (C),TO_EDUCATION,Y24H6170319P04S01,530.0,Boroondara (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.98633,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Vehicle Passenger,20,1.98633,20.0,618.272350843,MELB - Inner,Greater Melbourne
Y24H6170424,Y24H6170424P01,Y24H6170424P01JTE598,Weekday,FROM_HOME,Y24H6170424P01S01,450,Darebin (C),TO_EDUCATION,Y24H6170424P01S01,475.0,Melbourne (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,7.19463,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,Vehicle Driver,25,7.19463,25.0,3992.832510045,MELB - Inner,Greater Melbourne
Y24H6170432,Y24H6170432P02,Y24H6170432P02JTE599,Weekday,FROM_HOME,Y24H6170432P02S01,455,Darebin (C),TO_EDUCATION,Y24H6170432P02S03,495.0,Yarra (C),Walking,Tram,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,455.0,470.0,490.0,,,,,,,,,,,,,465.0,490.0,495.0,,,,,,,,,,,,,1.01029,4.20308,0.27471,,,,,,,,,,,,,10.0,20.0,5.0,,,,,,,,,,,,,Tram,35,5.488079999999999,40.0,1640.446178259,MELB - Inner,Greater Melbourne
Y24H6170432,Y24H6170432P03,Y24H6170432P03JTE600,Weekday,FROM_HOME,Y24H6170432P03S01,505,Darebin (C),TO_EDUCATION,Y24H6170432P03S01,520.0,Yarra (C),Bicycle,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,1.36764,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,Bicycle,15,1.36764,15.0,503.339133673,MELB - Inner,Greater Melbourne
Y24H6170440,Y24H6170440P03,Y24H6170440P03JTE601,Weekday,FROM_HOME,Y24H6170440P03S01,515,Darebin (C),TO_EDUCATION,Y24H6170440P03S01,535.0,Yarra (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.34336,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,1.34336,20.0,1779.053264457,MELB - Inner,Greater Melbourne
Y24H6170440,Y24H6170440P04,Y24H6170440P04JTE602,Weekday,FROM_HOME,Y24H6170440P04S01,515,Darebin (C),TO_EDUCATION,Y24H6170440P04S01,535.0,Yarra (C),Walking,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,515.0,,,,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,1.34336,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,Walking,20,1.34336,20.0,1779.053264457,MELB - Inner,Greater Melbourne
Y24H6180101,Y24H6180101P03,Y24H6180101P03JTE603,Weekday,FROM_HOME,Y24H6180101P03S01,520,Casey (C),TO_EDUCATION,Y24H6180101P03S01,525.0,Casey (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,1.95303,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,Vehicle Passenger,5,1.95303,5.0,1612.387079007,MELB - Outer,Greater Melbourne
Y24H6180103,Y24H6180103P05,Y24H6180103P05JTE604,Weekday,FROM_HOME,Y24H6180103P05S01,454,Casey (C),TO_EDUCATION,Y24H6180103P05S03,518.0,Greater Dandenong (C),Vehicle Passenger,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,454.0,465.0,514.0,,,,,,,,,,,,,457.0,514.0,518.0,,,,,,,,,,,,,1.90774,11.1214,0.37825,,,,,,,,,,,,,3.0,49.0,4.0,,,,,,,,,,,,,Public Bus,56,13.40739,64.0,1192.08218899,MELB - Outer,Greater Melbourne
Y24H6180203,Y24H6180203P03,Y24H6180203P03JTE605,Weekday,FROM_HOME,Y24H6180203P03S01,525,Knox (C),TO_EDUCATION,Y24H6180203P03S01,528.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,2.25098,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,2.25098,3.0,429.033220837,MELB - Outer,Greater Melbourne
Y24H6180203,Y24H6180203P04,Y24H6180203P04JTE606,Weekday,FROM_HOME,Y24H6180203P04S01,525,Knox (C),TO_EDUCATION,Y24H6180203P04S01,528.0,Knox (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,2.25098,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,Vehicle Passenger,3,2.25098,3.0,367.034902159,MELB - Outer,Greater Melbourne
Y24H6180217,Y24H6180217P04,Y24H6180217P04JTE607,Weekday,FROM_HOME,Y24H6180217P04S01,480,Knox (C),TO_EDUCATION,Y24H6180217P04S01,510.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,480.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,13.40849,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Passenger,30,13.40849,30.0,526.895420269,MELB - Outer,Greater Melbourne
Y24H6180237,Y24H6180237P03,Y24H6180237P03JTE608,Weekday,FROM_HOME,Y24H6180237P03S01,465,Yarra Ranges (S),TO_EDUCATION,Y24H6180237P03S01,510.0,Maroondah (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,510.0,,,,,,,,,,,,,,,15.22057,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,Vehicle Passenger,45,15.22057,45.0,874.834244593,MELB - Outer,Greater Melbourne
Y24H6180240,Y24H6180240P03,Y24H6180240P03JTE609,Weekday,FROM_HOME,Y24H6180240P03S01,528,Yarra Ranges (S),TO_EDUCATION,Y24H6180240P03S01,530.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.09071,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.09071,2.0,1335.711705964,MELB - Outer,Greater Melbourne
Y24H6180240,Y24H6180240P04,Y24H6180240P04JTE610,Weekday,FROM_HOME,Y24H6180240P04S01,528,Yarra Ranges (S),TO_EDUCATION,Y24H6180240P04S01,530.0,Yarra Ranges (S),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,528.0,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,,1.09071,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,Vehicle Passenger,2,1.09071,2.0,1262.016125136,MELB - Outer,Greater Melbourne
Y24H6180402,Y24H6180402P02,Y24H6180402P02JTE611,Weekday,FROM_HOME,Y24H6180402P02S01,569,Moreland (C),TO_EDUCATION,Y24H6180402P02S03,584.0,Darebin (C),Walking,Public Bus,Walking,,,,,,,,,,,,,Change Mode,Change Mode,Education,,,,,,,,,,,,,Transport Feature,Transport Feature,Place of education,,,,,,,,,,,,,569.0,575.0,582.0,,,,,,,,,,,,,575.0,582.0,584.0,,,,,,,,,,,,,0.46891,3.72529,0.21586,,,,,,,,,,,,,6.0,7.0,2.0,,,,,,,,,,,,,Public Bus,15,4.4100600000000005,15.0,1027.165595538,MELB - Inner,Greater Melbourne
Y24H6180407,Y24H6180407P02,Y24H6180407P02JTE612,Weekend,FROM_HOME,Y24H6180407P02S01,750,Moreland (C),TO_EDUCATION,Y24H6180407P02S01,780.0,Darebin (C),Vehicle Driver,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,750.0,,,,,,,,,,,,,,,780.0,,,,,,,,,,,,,,,9.71514,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,Vehicle Driver,30,9.71514,30.0,1067.510671161,MELB - Inner,Greater Melbourne
Y24H6180410,Y24H6180410P04,Y24H6180410P04JTE613,Weekday,FROM_HOME,Y24H6180410P04S01,450,Moreland (C),TO_EDUCATION,Y24H6180410P04S01,500.0,Melbourne (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,16.63604,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,Vehicle Passenger,50,16.63604,50.0,1128.706564994,MELB - Inner,Greater Melbourne
Y24H6180515,Y24H6180515P03,Y24H6180515P03JTE614,Weekday,FROM_HOME,Y24H6180515P03S01,503,Maribyrnong (C),TO_EDUCATION,Y24H6180515P03S01,507.0,Maribyrnong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,1.76725,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.76725,4.0,700.635396333,MELB - Middle,Greater Melbourne
Y24H6180515,Y24H6180515P04,Y24H6180515P04JTE615,Weekday,FROM_HOME,Y24H6180515P04S01,503,Maribyrnong (C),TO_EDUCATION,Y24H6180515P04S01,507.0,Maribyrnong (C),Vehicle Passenger,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Place of education,,,,,,,,,,,,,,,503.0,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,,1.76725,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,Vehicle Passenger,4,1.76725,4.0,700.635396333,MELB - Middle,Greater Melbourne
Y24H6190117,Y24H6190117P02,Y24H6190117P02JTE616,Weekday,FROM_HOME,Y24H6190117P02S01,480,Mornington Peninsula (S),TO_EDUCATION,Y24H6190117P02S02,520.0,Mornington Peninsula (S),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,480.0,497.0,,,,,,,,,,,,,,485.0,520.0,,,,,,,,,,,,,,7.20698,14.21089,,,,,,,,,,,,,,5.0,23.0,,,,,,,,,,,,,,School Bus,28,21.41787,40.0,751.269217033,MELB - Outer,Greater Melbourne
Y24H6190117,Y24H6190117P03,Y24H6190117P03JTE617,Weekday,FROM_HOME,Y24H6190117P03S01,480,Mornington Peninsula (S),TO_EDUCATION,Y24H6190117P03S02,520.0,Mornington Peninsula (S),Vehicle Passenger,School Bus,,,,,,,,,,,,,,Change Mode,Education,,,,,,,,,,,,,,Transport Feature,Place of education,,,,,,,,,,,,,,480.0,497.0,,,,,,,,,,,,,,485.0,520.0,,,,,,,,,,,,,,7.20698,14.21089,,,,,,,,,,,,,,5.0,23.0,,,,,,,,,,,,,,School Bus,28,21.41787,40.0,834.097139048,MELB - Outer,Greater Melbourne
