tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,wfh_category,household_income,vehicle_availability,zone
Y24H5740517P01T04,Y24H5740517,Y24H5740517P01,4,12,769,12,773,Other place,Other NEC,Other Purpose,Other (NEC),Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Melton (S),4,4.0,1.42837,Vehicle Driver,Work Related,231,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.42837,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,926.162994443,1244.601963203,959.799361287,0.0,1012.86645527,944.495265625,1243.748628486,993.281223009,933.941125707,993.651367318,1002.862350828,MELB - Outer,Greater Melbourne,Weekday,12.816666666666666,12.883333333333333,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H5740517,30->39,Male,Never,116999.0,Adequate,Outer
Y24H5740517P02T01,Y24H5740517,Y24H5740517P02,1,7,447,7,459,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),12,12.0,7.01617,Vehicle Passenger,Work Related,574,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7.01617,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,649.109169529,801.8176872,744.677964676,0.0,697.133217376,654.596528669,821.354716472,698.373088487,659.064630149,673.837886686,798.096475413,MELB - Outer,Greater Melbourne,Weekday,7.45,7.65,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5740517,30->39,Female,Never,116999.0,Adequate,Outer
Y24H5740530P02T01,Y24H5740530,Y24H5740530P02,1,6,375,6,404,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Melton (S),29,29.0,16.82733,Vehicle Driver,Work Related,524,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,29,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,16.82733,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,457.084119783,580.767392742,0.0,497.485098181,486.575253818,478.562240713,624.421438419,500.429649816,453.215898931,473.831395176,515.001929389,MELB - Outer,Greater Melbourne,Weekday,6.25,6.733333333333333,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5740530,40->49,Male,Frequent,285999.0,Limited,Outer
Y24H5740533P01T03,Y24H5740533,Y24H5740533P01,3,10,600,11,660,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Yarra (C),60,60.0,42.70477,Vehicle Driver,Work Related,480,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,42.70477,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,402.847679723,488.24553869,0.0,405.207297772,453.035197746,444.701177779,562.109936277,404.780422672,410.385719641,388.48562175,418.579096252,MELB - Outer,Greater Melbourne,Weekday,10.0,11.0,0,0,0,Late Morning (9-12],Very Long (40+),Mandatory,Private,Very Long (40+),Y24H5740533,30->39,Male,Never,23399.0,Limited,Outer
Y24H5740533P02T01,Y24H5740533,Y24H5740533P02,1,5,330,6,360,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),30,30.0,13.38469,Vehicle Driver,Work Related,480,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.38469,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,367.212115535,409.77050992,0.0,347.729219564,394.079957715,405.671761165,505.125127121,379.523467448,370.994388643,340.035413864,430.527298083,MELB - Outer,Greater Melbourne,Weekday,5.5,6.0,0,0,0,Early Morning (0-6],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5740533,30->39,Female,Never,23399.0,Limited,Outer
Y24H5740536P01T01,Y24H5740536,Y24H5740536P01,1,9,552,9,564,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Wyndham (C),12,12.0,9.24683,Vehicle Driver,Work Related,428,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9.24683,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,610.972399041,737.790732693,0.0,651.561616074,803.155415879,661.703935663,666.732845136,757.702174089,623.081695142,610.181495559,661.530404877,MELB - Outer,Greater Melbourne,Weekday,9.2,9.4,0,0,0,Late Morning (9-12],Short (0-10],Mandatory,Private,Medium (10-20],Y24H5740536,20->29,Female,Never,97499.0,Moderate,Outer
Y24H5740539P01T01,Y24H5740539,Y24H5740539P01,1,6,360,6,380,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Brimbank (C),20,20.0,19.52765,Vehicle Driver,Work Related,580,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19.52765,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,477.981506367,628.115608714,0.0,549.902335139,587.789084245,531.984311638,572.828248145,500.613268874,469.229589268,480.542950695,515.834497233,MELB - Outer,Greater Melbourne,Weekday,6.0,6.333333333333333,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H5740539,20->29,Male,Never,71499.0,Limited,Outer
Y24H5740539P02T01,Y24H5740539,Y24H5740539P02,1,6,360,6,380,Accommodation,Survey Home,At Home,Go home,Wyndham (C),Place of work,My Workplace,Work Related,Own Workplace,Brimbank (C),20,20.0,19.52765,Vehicle Passenger,Work Related,580,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,19.52765,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,429.579724433,519.13182524,0.0,465.960106388,503.571455092,478.815418795,506.446305985,462.964157445,418.26032068,415.227956758,523.883410572,MELB - Outer,Greater Melbourne,Weekday,6.0,6.333333333333333,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H5740539,20->29,Female,Never,71499.0,Limited,Outer
Y24H5750123P01T01,Y24H5750123,Y24H5750123P01,1,8,531,8,535,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),4,4.0,1.94153,Vehicle Driver,Work Related,1,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.94153,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,610.56982043,617.393324618,633.585247062,434.931135061,698.69253026,635.982287053,566.795971479,650.959778281,1052.391672429,0.0,938.898679178,MELB - Outer,Greater Melbourne,Weekday,8.85,8.916666666666666,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5750123,70->79,Male,Never,29899.0,Moderate,Outer
Y24H5750123P01T06,Y24H5750123,Y24H5750123P01,6,15,949,15,952,Accommodation,Survey Home,At Home,Go home,Mornington Peninsula (S),Place of work,My Workplace,Work Related,Own Workplace,Mornington Peninsula (S),3,3.0,1.94153,Vehicle Driver,Work Related,1,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.94153,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,610.56982043,617.393324618,633.585247062,434.931135061,698.69253026,635.982287053,566.795971479,650.959778281,1052.391672429,0.0,938.898679178,MELB - Outer,Greater Melbourne,Weekday,15.816666666666666,15.866666666666667,0,0,0,Evening Peak (15-19],Short (0-10],Mandatory,Private,Short (0-10],Y24H5750123,70->79,Male,Never,29899.0,Moderate,Outer
Y24H5750208P01T01,Y24H5750208,Y24H5750208P01,1,7,435,7,470,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Melbourne (C),35,35.0,20.61367,Vehicle Driver,Work Related,565,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,35,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20.61367,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,453.38197222,493.366326292,387.199452287,461.151919579,449.696665309,510.071910368,950.302231537,0.0,540.295600728,299.229763366,448.658087804,MELB - Middle,Greater Melbourne,Weekday,7.25,7.833333333333333,1,0,1,Morning Peak (6-9],Long (20-40],Mandatory,Private,Long (20-40],Y24H5750208,60->69,Female,Never,168999.0,Moderate,Middle
Y24H5750208P02T01,Y24H5750208,Y24H5750208P02,1,6,405,7,435,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Port Phillip (C),30,30.0,18.65665,Vehicle Driver,Work Related,495,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18.65665,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,691.343142367,769.388822604,538.967884983,648.522149751,682.582456647,746.565331624,1775.48304842,0.0,887.682764187,539.613305206,677.481204255,MELB - Middle,Greater Melbourne,Weekday,6.75,7.25,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5750208,60->69,Female,Never,168999.0,Moderate,Middle
Y24H5750217P01T01,Y24H5750217,Y24H5750217P01,1,7,472,8,498,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Knox (C),26,26.0,17.35503,Vehicle Driver,Work Related,384,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,26,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17.35503,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,482.756360268,479.454608472,519.106144244,419.834625236,455.479559221,511.365393976,1318.92890331,0.0,536.442019692,484.160249347,473.145035051,MELB - Middle,Greater Melbourne,Weekday,7.866666666666666,8.3,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H5750217,50->59,Female,Never,168999.0,Moderate,Middle
Y24H5750217P02T01,Y24H5750217,Y24H5750217P02,1,6,390,6,397,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Boroondara (C),7,7.0,5.34105,Vehicle Driver,Work Related,565,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.34105,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,583.704294897,582.756876231,665.651413576,578.592599611,535.035615756,634.800051184,1349.891125101,0.0,787.488179204,589.97320146,576.277009024,MELB - Middle,Greater Melbourne,Weekday,6.5,6.616666666666666,0,0,0,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H5750217,20->29,Male,Never,168999.0,Moderate,Middle
Y24H5750218P01T03,Y24H5750218,Y24H5750218P01,3,7,451,8,501,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Personal services,Health Service,Work Related,Own Workplace,Yarra (C),50,42.0,18.75461,Train,Work Related,519,Vehicle Driver,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,12,21,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6.62048,11.55756,0.57657,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,648.35110364,703.064095765,626.741774442,723.488274674,638.451280107,765.201885773,940.437137022,0.0,740.020347891,673.404132086,639.622184099,MELB - Middle,Greater Melbourne,Weekday,7.516666666666667,8.35,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Very Long (40+),Y24H5750218,50->59,Female,Never,142999.0,Moderate,Middle
Y24H5750224P01T01,Y24H5750224,Y24H5750224P01,1,5,320,6,380,Accommodation,Survey Home,At Home,Go home,Whitehorse (C),Place of work,My Workplace,Work Related,Own Workplace,Yarra (C),60,60.0,18.61169,Vehicle Driver,Work Related,335,Vehicle Driver,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18.61169,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1867.645656698,1873.43692434,1695.699927308,1697.64973808,1845.16975066,2031.387130538,0.0,2207.800257109,2830.605023526,2183.750978433,1810.472603378,MELB - Middle,Greater Melbourne,Weekday,5.333333333333333,6.333333333333333,0,0,0,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Very Long (40+),Y24H5750224,50->59,Male,Never,46799.0,Moderate,Middle
Y24H5750224P01T03,Y24H5750224,Y24H5750224P01,3,12,765,12,770,Accommodation,Someone Elses Home,Social,Visited someone,Yarra (C),Place of work,My Workplace,Work Related,Own Workplace,Yarra (C),5,5.0,0.09957,Walking,Work Related,220,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.09957,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1867.645656698,1873.43692434,1695.699927308,1697.64973808,1845.16975066,2031.387130538,0.0,2207.800257109,2830.605023526,2183.750978433,1810.472603378,MELB - Middle,Greater Melbourne,Weekday,12.75,12.833333333333334,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Active,Short (0-10],Y24H5750224,50->59,Male,Never,46799.0,Moderate,Middle
