tripid,hhid_x,persid,tripno,starthour,startime,arrhour,arrtime,origplace1,origplace2,origpurp1,origpurp2,origlga,destplace1,destplace2,destpurp1,destpurp2,destlga,triptime,travtime,cumdist,linkmode,trippurp,duration,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,time1,time2,time3,time4,time5,time6,time7,time8,time9,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,trippoststratweight,trippoststratweight_GROUP_1,trippoststratweight_GROUP_2,trippoststratweight_GROUP_3,trippoststratweight_GROUP_4,trippoststratweight_GROUP_5,trippoststratweight_GROUP_6,trippoststratweight_GROUP_7,trippoststratweight_GROUP_8,trippoststratweight_GROUP_9,trippoststratweight_GROUP_10,homesubregion_ASGS,homeregion_ASGS,dayType,start_hour,arr_hour,is_morning_peak,is_evening_peak,is_peak_hour,time_of_day,distance_category,purpose_category,mode_category,duration_category,hhid_y,age_decade,sex,life_stage,household_income,vehicle_availability,zone
Y24H6130209P05T01,Y24H6130209,Y24H6130209P05,1,8,485,8,510,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of education,Primary School,Education,At school,Monash (C),25,25.0,8.11043,Vehicle Passenger,Education,424,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.11043,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,858.111486116,0.0,817.963535159,954.959638849,908.66705109,1172.173764238,939.296999448,1129.32858845,948.278186068,913.02186552,942.274344165,MELB - Outer,Greater Melbourne,Weekday,8.083333333333334,8.5,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Long (20-40],Y24H6130209,0->9,Female,Student,220999.0,Limited,Outer
Y24H6130213P03T01,Y24H6130213,Y24H6130213P03,1,12,725,12,730,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of education,Education NEC,Education,Education (NEC),Knox (C),5,5.0,1.92853,Vehicle Passenger,Education,50,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.92853,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,502.919192522,0.0,518.926656765,665.978895206,482.801615703,562.009685774,558.701524779,698.639783085,549.746857633,568.626809711,513.818695552,MELB - Outer,Greater Melbourne,Weekend,12.083333333333334,12.166666666666666,0,0,0,Afternoon (12-15],Short (0-10],Mandatory,Private,Short (0-10],Y24H6130213,0->9,Male,Student,363999.0,Moderate,Outer
Y24H6130229P04T01,Y24H6130229,Y24H6130229P04,1,8,495,8,525,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of education,Secondary School,Education,At school,Monash (C),30,30.0,10.11537,Vehicle Passenger,Education,375,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.11537,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,256.621639901,238.357444624,254.902063863,367.176322148,210.321879747,0.0,279.997850464,374.259058592,289.184754226,279.500669478,262.790316717,MELB - Outer,Greater Melbourne,Weekday,8.25,8.75,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6130229,10->19,Male,Student,116999.0,Limited,Outer
Y24H6130231P05T01,Y24H6130231,Y24H6130231P05,1,8,515,8,530,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of education,Secondary School,Education,At school,Knox (C),15,15.0,1.33938,Walking,Education,385,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.33938,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,414.229460192,424.255052213,404.058330094,560.899517916,433.704301853,0.0,449.064415439,457.14652069,394.481700517,442.960903635,437.114461626,MELB - Outer,Greater Melbourne,Weekday,8.583333333333334,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6130231,10->19,Female,Student,220999.0,Moderate,Outer
Y24H6130236P04T02,Y24H6130236,Y24H6130236P04,2,8,516,8,526,Personal services,Other Service,Pick-up or Drop-off Someone,Someone picked-up or dropped-off,Knox (C),Place of education,Primary School,Education,At school,Monash (C),10,10.0,5.39249,Vehicle Passenger,Education,154,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.39249,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,279.213389699,313.972866211,276.388283438,309.292015133,268.013087289,0.0,307.986171218,398.813601643,297.779486588,310.834959714,271.196936284,MELB - Outer,Greater Melbourne,Weekday,8.6,8.766666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6130236,0->9,Male,Student,246999.0,Limited,Outer
Y24H6130238P03T01,Y24H6130238,Y24H6130238P03,1,8,509,8,533,Accommodation,Survey Home,At Home,Go home,Knox (C),Place of education,Primary School,Education,At school,Monash (C),24,24.0,11.00799,Vehicle Passenger,Education,413,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.00799,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,344.246891487,351.68775537,343.182340829,393.783625189,282.545063342,0.0,390.37514925,539.197718959,395.872406572,391.482536714,371.335511761,MELB - Outer,Greater Melbourne,Weekday,8.483333333333333,8.883333333333333,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6130238,0->9,Male,Student,116999.0,Limited,Outer
Y24H6130429P03T01,Y24H6130429,Y24H6130429P03,1,8,480,8,506,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,Secondary School,Education,At school,Whittlesea (C),26,26.0,13.45647,Train,Education,430,Vehicle Passenger,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,5,12,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.69571,0.1303,10.15966,0.4708,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,781.000761962,757.350075595,1327.736464049,746.603728171,883.335238058,939.772296614,820.235116486,0.0,919.335300028,876.441248509,786.989382141,MELB - Outer,Greater Melbourne,Weekday,8.0,8.433333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Long (20-40],Y24H6130429,10->19,Male,Student,363999.0,Limited,Outer
Y24H6130429P04T01,Y24H6130429,Y24H6130429P04,1,8,480,8,506,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,Secondary School,Education,At school,Whittlesea (C),26,26.0,13.45675,Train,Education,430,Vehicle Passenger,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,5,12,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.69571,0.13013,10.16011,0.4708,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,777.979562799,754.026786291,1322.533499676,743.874824896,879.576131256,936.221718594,816.819897352,0.0,915.825146813,873.184243419,784.364436504,MELB - Outer,Greater Melbourne,Weekday,8.0,8.433333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Long (20-40],Y24H6130429,10->19,Male,Student,363999.0,Limited,Outer
Y24H6130429P05T01,Y24H6130429,Y24H6130429P05,1,8,480,8,506,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,Secondary School,Education,At school,Whittlesea (C),26,26.0,13.45661,Train,Education,430,Vehicle Passenger,Walking,Train,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,5,12,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2.69571,0.13043,10.15967,0.4708,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,735.353172989,760.08274944,1127.029126043,710.747680468,818.684604521,842.58240809,796.347627881,0.0,809.449475643,903.188598527,799.172334908,MELB - Outer,Greater Melbourne,Weekday,8.0,8.433333333333334,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Long (20-40],Y24H6130429,10->19,Male,Student,363999.0,Limited,Outer
Y24H6130438P03T01,Y24H6130438,Y24H6130438P03,1,8,514,8,519,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,School NEC,Education,At school,Whittlesea (C),5,5.0,1.69654,Vehicle Passenger,Education,398,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.69654,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,774.401439745,862.912875905,1178.314952446,771.243071502,853.113596539,859.151124755,933.637823002,0.0,840.174487783,919.189350083,745.988436841,MELB - Outer,Greater Melbourne,Weekday,8.566666666666666,8.65,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6130438,10->19,Male,Student,168999.0,Limited,Outer
Y24H6130438P04T01,Y24H6130438,Y24H6130438P04,1,8,514,8,519,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,School NEC,Education,At school,Whittlesea (C),5,5.0,1.69654,Vehicle Passenger,Education,398,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.69654,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,750.106570789,893.038162448,1002.185497866,742.558518972,846.468224902,782.619775173,922.788294871,0.0,743.946621964,975.249680628,749.420909795,MELB - Outer,Greater Melbourne,Weekday,8.566666666666666,8.65,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6130438,10->19,Female,Student,168999.0,Limited,Outer
Y24H6130438P05T01,Y24H6130438,Y24H6130438P05,1,8,514,8,519,Accommodation,Survey Home,At Home,Go home,Whittlesea (C),Place of education,School NEC,Education,At school,Whittlesea (C),5,5.0,1.69654,Vehicle Passenger,Education,398,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.69654,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,785.894559322,1000.550879032,935.974092284,797.217234326,903.39720448,820.971896058,945.467509498,0.0,792.939705188,929.031737331,732.958504009,MELB - Outer,Greater Melbourne,Weekday,8.566666666666666,8.65,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6130438,10->19,Female,Student,168999.0,Limited,Outer
Y24H6136210P03T01,Y24H6136210,Y24H6136210P03,1,8,495,8,510,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),15,15.0,0.64095,Walking,Education,405,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.64095,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,668.623284276,1000.408240136,679.555431376,936.087808613,557.603894105,649.436704515,0.0,646.029223146,683.505980804,674.804984537,876.978680913,Other,Shepparton SA4,Weekday,8.25,8.5,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6136210,10->19,Male,Student,220999.0,Limited,Regional
Y24H6136210P04T01,Y24H6136210,Y24H6136210P04,1,8,495,8,510,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),15,15.0,0.64095,Walking,Education,405,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.64095,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,348.275092806,354.299667322,362.350027318,512.047943374,306.456849891,350.678896179,0.0,370.031739906,384.221850224,348.57861458,422.589201375,Other,Shepparton SA4,Weekday,8.25,8.5,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6136210,10->19,Male,Student,220999.0,Limited,Regional
Y24H6136210P05T01,Y24H6136210,Y24H6136210P05,1,8,495,8,510,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),15,15.0,0.64095,Walking,Education,405,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.64095,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,677.603631136,862.926985762,699.309522497,1615.679787358,547.93119439,736.543398447,0.0,631.595063914,730.415872109,679.554486584,727.592975132,Other,Shepparton SA4,Weekday,8.25,8.5,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Active,Medium (10-20],Y24H6136210,0->9,Female,Student,220999.0,Limited,Regional
Y24H6136226P03T01,Y24H6136226,Y24H6136226P03,1,8,524,8,533,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),9,9.0,5.66066,Vehicle Passenger,Education,398,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.66066,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,102.43878156,89.442732156,109.922905807,0.0,124.114553322,111.849123629,118.496296994,102.32044327,112.944346254,101.363745156,133.019953306,Other,Shepparton SA4,Weekday,8.733333333333333,8.883333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6136226,10->19,Male,Student,194999.0,Limited,Regional
Y24H6136226P04T01,Y24H6136226,Y24H6136226P04,1,8,524,8,533,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),9,9.0,5.66066,Vehicle Passenger,Education,398,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5.66066,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,176.328823358,194.351665272,190.784835588,0.0,197.709878646,204.046194195,196.595213697,153.877582003,186.790941059,176.030421363,203.771518101,Other,Shepparton SA4,Weekday,8.733333333333333,8.883333333333333,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6136226,0->9,Female,Student,194999.0,Limited,Regional
Y24H6136236P03T01,Y24H6136236,Y24H6136236P03,1,8,495,8,510,Accommodation,Survey Home,At Home,Go home,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),15,15.0,4.06396,Vehicle Passenger,Education,405,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.06396,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,126.955903098,128.227490829,125.792428638,0.0,110.848255208,129.473919227,154.542356002,143.156082222,138.418607334,126.141900041,164.452621415,Other,Shepparton SA4,Weekday,8.25,8.5,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6136236,10->19,Female,Student,142999.0,Limited,Regional
Y24H6136236P04T02,Y24H6136236,Y24H6136236P04,2,8,515,8,525,Place of education,Primary School,Accompany Someone,Accompanied someone,Greater Shepparton (C),Place of education,Primary School,Education,At school,Greater Shepparton (C),10,10.0,10.1306,Vehicle Passenger,Education,375,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10.1306,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,245.181699637,292.63507135,273.432698558,0.0,216.242098492,265.986257989,290.540075492,225.010342738,268.370577115,244.049692812,248.954770304,Other,Shepparton SA4,Weekday,8.583333333333334,8.75,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Short (0-10],Y24H6136236,0->9,Male,Student,142999.0,Limited,Regional
Y24H6140202P03T01,Y24H6140202,Y24H6140202P03,1,8,480,8,495,Other place,Other NEC,Unknown Purpose (at start of day),N/A - Unknown purpose at the start of the day,Boroondara (C),Place of education,Secondary School,Education,At school,Boroondara (C),15,15.0,4.33443,Vehicle Passenger,Education,405,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.33443,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,375.716390763,369.367753114,587.570350139,445.598487924,395.596253031,383.972476233,401.687931977,0.0,341.812013479,464.721070416,368.339532993,MELB - Inner,Greater Melbourne,Weekday,8.0,8.25,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6140202,10->19,Male,Student,363999.0,Limited,Inner
Y24H6140202P04T01,Y24H6140202,Y24H6140202P04,1,8,480,8,495,Other place,Other NEC,Unknown Purpose (at start of day),N/A - Unknown purpose at the start of the day,Boroondara (C),Place of education,Secondary School,Education,At school,Boroondara (C),15,15.0,4.33454,Vehicle Passenger,Education,405,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4.33454,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1235.709457367,1242.304360556,1611.582508511,1356.916398938,1428.765786267,1296.081315372,1365.197203448,0.0,1348.970256476,1561.479379134,1193.194575945,MELB - Inner,Greater Melbourne,Weekday,8.0,8.25,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6140202,10->19,Female,Student,363999.0,Limited,Inner
Y24H6140205P03T01,Y24H6140205,Y24H6140205P03,1,8,490,8,515,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of education,Secondary School,Education,At school,Monash (C),25,20.0,4.36563,Public Bus,Education,405,Walking,Public Bus,Walking,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,5,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.15201,2.72396,0.48966,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,539.673376175,536.289990191,855.919883675,625.178563186,594.677431327,543.450847424,609.255536959,0.0,452.74708638,628.215700609,517.526545046,MELB - Inner,Greater Melbourne,Weekday,8.166666666666666,8.583333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Public,Medium (10-20],Y24H6140205,10->19,Male,Student,168999.0,Limited,Inner
Y24H6140205P04T01,Y24H6140205,Y24H6140205P04,1,8,528,8,530,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of education,Primary School,Education,At school,Boroondara (C),2,2.0,0.60152,Vehicle Passenger,Education,406,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.60152,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,566.555609583,525.29872592,694.343227907,630.896585848,703.946506953,569.216588139,504.470556008,0.0,741.447705488,808.28314783,554.471860842,MELB - Inner,Greater Melbourne,Weekday,8.8,8.833333333333334,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6140205,10->19,Female,Student,168999.0,Limited,Inner
Y24H6140219P03T01,Y24H6140219,Y24H6140219P03,1,8,520,8,522,Accommodation,Survey Home,At Home,Go home,Boroondara (C),Place of education,Primary School,Education,At school,Boroondara (C),2,2.0,0.52594,Vehicle Passenger,Education,413,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0.52594,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,541.700069866,501.685678283,664.887597914,613.739476641,647.20652603,542.018759133,528.615604383,0.0,710.313226091,700.780100477,529.082525386,MELB - Inner,Greater Melbourne,Weekday,8.666666666666666,8.7,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6140219,10->19,Male,Student,168999.0,Limited,Inner
Y24H6140219P04T03,Y24H6140219,Y24H6140219P04,3,9,580,10,600,Personal services,Dental services,Personal Business,Medical/Dental purposes,Boroondara (C),Place of education,Primary School,Education,At school,Boroondara (C),20,20.0,11.07641,Vehicle Passenger,Education,335,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,11.07641,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,538.940240176,498.776386732,661.356367556,610.740959876,643.732106483,539.412148466,525.674066834,0.0,706.839946901,697.357371839,526.679428989,MELB - Inner,Greater Melbourne,Weekday,9.666666666666666,10.0,0,0,0,Late Morning (9-12],Medium (10-20],Mandatory,Private,Medium (10-20],Y24H6140219,10->19,Male,Student,168999.0,Limited,Inner
Y24H6140239P02T01,Y24H6140239,Y24H6140239P02,1,7,455,8,520,Accommodation,Survey Home,At Home,Go home,Stonnington (C),Place of education,Tertiary,Education,At Uni/Tech,Melbourne (C),65,45.0,19.82898,Train,Education,265,Vehicle Driver,Train,Walking,Tram,Walking,Not applicable,Not applicable,Not applicable,Not applicable,5,23,3,12,2,Not applicable,Not applicable,Not applicable,Not applicable,1.77171,14.8924,0.249,2.34146,0.57441,Not applicable,Not applicable,Not applicable,Not applicable,1289.425483922,1231.672839603,1312.060958008,2749.232702082,0.0,1375.355277263,1227.16883735,1062.109675619,1409.458079106,1331.761910843,1126.4666661,MELB - Inner,Greater Melbourne,Weekday,7.583333333333333,8.666666666666666,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Public,Very Long (40+),Y24H6140239,20->29,Female,Student,220999.0,Moderate,Inner
Y24H6140239P03T01,Y24H6140239,Y24H6140239P03,1,7,450,8,480,Accommodation,Survey Home,At Home,Go home,Stonnington (C),Place of education,Secondary School,Education,At school,Monash (C),30,30.0,13.67058,Vehicle Passenger,Education,465,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,13.67058,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,543.57024486,547.056428519,555.370774058,1429.969461175,0.0,531.213324844,530.926866376,551.043919041,496.848580557,573.162829265,441.208030696,MELB - Inner,Greater Melbourne,Weekday,7.5,8.0,1,0,1,Morning Peak (6-9],Medium (10-20],Mandatory,Private,Long (20-40],Y24H6140239,10->19,Male,Student,220999.0,Moderate,Inner
Y24H6140302P03T01,Y24H6140302,Y24H6140302P03,1,7,465,8,483,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Secondary School,Education,At school,Glen Eira (C),18,18.0,8.36184,Vehicle Passenger,Education,398,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,18,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8.36184,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,566.918922472,693.363985494,887.103969489,552.901699488,561.388883386,665.921064395,565.392747319,660.241981512,0.0,574.149666276,631.695643305,MELB - Inner,Greater Melbourne,Weekday,7.75,8.05,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Medium (10-20],Y24H6140302,10->19,Male,Student,363999.0,Limited,Inner
Y24H6140302P04T01,Y24H6140302,Y24H6140302P04,1,8,507,8,511,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Primary School,Education,At school,Port Phillip (C),4,4.0,1.61203,Vehicle Passenger,Education,426,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.61203,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,470.470349286,615.776810331,538.812565707,536.304295583,482.519940615,406.967237412,489.603459246,506.323108084,0.0,661.474924554,597.713359011,MELB - Inner,Greater Melbourne,Weekday,8.45,8.516666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6140302,10->19,Female,Student,363999.0,Limited,Inner
Y24H6140302P05T01,Y24H6140302,Y24H6140302P05,1,8,507,8,511,Accommodation,Survey Home,At Home,Go home,Port Phillip (C),Place of education,Primary School,Education,At school,Port Phillip (C),4,4.0,1.61203,Vehicle Passenger,Education,426,Vehicle Passenger,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1.61203,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,424.400956404,572.179488622,520.628705666,446.327786551,431.931172962,404.120760047,427.51143499,449.884823548,0.0,539.950876511,551.866322606,MELB - Inner,Greater Melbourne,Weekday,8.45,8.516666666666667,1,0,1,Morning Peak (6-9],Short (0-10],Mandatory,Private,Short (0-10],Y24H6140302,10->19,Male,Student,363999.0,Limited,Inner
